#M1 M3 xsec[pb] uncertainty[pb]
1250 2050 0.000139152117289 1.49599834417e-05
1250 2100 0.000125509254088 1.40294499589e-05
1250 2150 0.000112781657697 1.30954187738e-05
1250 2200 9.90852703505e-05 1.19675452917e-05
1250 2250 8.90555822529e-05 1.10733218091e-05
1250 2300 7.91626502393e-05 1.03727225594e-05
1250 2350 7.03910327113e-05 9.62185922344e-06
1250 2400 6.26247445907e-05 8.95483491175e-06
1250 2450 5.61342934509e-05 8.37974021447e-06
1250 2500 4.9617333853e-05 7.74436060161e-06
1300 1000 0.00161819425075 9.69317398115e-05
1300 1050 0.0013812278785 8.51918082998e-05
1300 1100 0.00129818473259 8.251092817e-05
1300 1150 0.00104405495039 6.7685007089e-05
1300 1200 0.000984057995505 6.600777867e-05
1300 1250 0.00086156003658 5.93088048382e-05
1300 1300 0.000755810461455 5.32086467742e-05
1300 1350 0.000664378090511 4.7906499413e-05
1300 1400 0.000584701753686 4.32372730303e-05
1300 1450 0.000533624828246 4.05679346528e-05
1300 1500 0.000454983892485 3.55039543126e-05
1300 1550 0.000414703219269 3.32793167523e-05
1300 1600 0.000366081750932 3.04411033388e-05
1300 1650 0.000314368956193 2.65782947347e-05
1300 1700 0.000292155430455 2.57344830744e-05
1300 1750 0.000246667328854 2.22957257936e-05
1300 1800 0.000228539515283 2.12451433446e-05
1300 1850 0.0001987493042 1.90976771546e-05
1300 1900 0.000178504234297 1.78584200928e-05
1300 1950 0.000159003471831 1.65320866581e-05
1300 2000 0.000141063293049 1.51753619386e-05
1300 2050 0.000125216149782 1.4009060286e-05
1300 2100 0.000112523444467 1.3089662641e-05
1300 2150 9.88316291e-05 1.19682262255e-05
1300 2200 8.78997018949e-05 1.09915478874e-05
1300 2250 7.89345232671e-05 1.03469580166e-05
1300 2300 6.95536870942e-05 9.53865079949e-06
1300 2350 6.18928133264e-05 8.87481175486e-06
1300 2400 5.55898892507e-05 8.33516505058e-06
1300 2450 4.96406425284e-05 7.76332041048e-06
1300 2500 4.42057464845e-05 7.24135269938e-06
1350 1000 0.00142122900824 8.71798436207e-05
1350 1050 0.00132026169298 8.36937048351e-05
1350 1100 0.00114043758488 7.4275480529e-05
1350 1150 0.000991008480364 6.62059527179e-05
1350 1200 0.000806823417641 5.50710120578e-05
1350 1250 0.000757593712774 5.36863160759e-05
1350 1300 0.000665118884047 4.80835433558e-05
1350 1350 0.000550872728651 4.0359715287e-05
1350 1400 0.000515193812218 3.91848353109e-05
1350 1450 0.000469798359142 3.68502975096e-05
1350 1500 0.000414270889178 3.3322635717e-05
1350 1550 0.000354874627254 2.94521086723e-05
1350 1600 0.000322996379593 2.76341806126e-05
1350 1650 0.000285658263309 2.50232700586e-05
1350 1700 0.000252737383579 2.29475389281e-05
1350 1750 0.000223833836106 2.10203338405e-05
1350 1800 0.000198363762983 1.91680997998e-05
1350 1850 0.000176689399922 1.77150063863e-05
1350 1900 0.00015864678871 1.64708336289e-05
1350 1950 0.000138557328425 1.49448620026e-05
1350 2000 0.000124935281215 1.3980200924e-05
1350 2050 0.000110966198713 1.29306326264e-05
1350 2100 9.86125989325e-05 1.19457489397e-05
1350 2150 8.76607200724e-05 1.0988231262e-05
1350 2200 7.84365351055e-05 1.03062191039e-05
1350 2250 7.00242938699e-05 9.60506418132e-06
1350 2300 6.22892139723e-05 8.9266541099e-06
1350 2350 5.56162372659e-05 8.33481895087e-06
1350 2400 4.93449451352e-05 7.73814067329e-06
1350 2450 4.39233575733e-05 7.20269391371e-06
1350 2500 3.91289915229e-05 6.72966879558e-06
1400 1000 0.00125980103657 7.90146662686e-05
1400 1050 0.0011622317357 7.54350652624e-05
1400 1100 0.00100301059186 6.7112570184e-05
1400 1150 0.000871761569757 5.98232736173e-05
1400 1200 0.000717488599107 5.0096993999e-05
1400 1250 0.000666716460087 4.81424039852e-05
1400 1300 0.00058225568304 4.31411401997e-05
1400 1350 0.000515718020238 3.91519557086e-05
1400 1400 0.000454453879338 3.54646444149e-05
1400 1450 0.000401248124132 3.22050160905e-05
1400 1500 0.000354527340549 2.91983467528e-05
1400 1550 0.000313572722686 2.66942778311e-05
1400 1600 0.000291130169503 2.57234842649e-05
1400 1650 0.000252340971399 2.29981011413e-05
1400 1700 0.000223405961829 2.09023662627e-05
1400 1750 0.000198003364145 1.92027297011e-05
1400 1800 0.000175494567611 1.76161482812e-05
1400 1850 0.000158259140395 1.64495599807e-05
1400 1900 0.000138250743426 1.49014011421e-05
1400 1950 0.000122820312677 1.37752527512e-05
1400 2000 0.000110694259862 1.28886545289e-05
1400 2050 9.90680843726e-05 1.20086975824e-05
1400 2100 8.8688910323e-05 1.1154541989e-05
1400 2150 7.77464023947e-05 1.02370856206e-05
1400 2200 6.91699721739e-05 9.51572152042e-06
1400 2250 6.15625267e-05 8.83727747387e-06
1400 2300 5.50833455329e-05 8.24832993786e-06
1400 2350 4.90323978497e-05 7.68129761296e-06
1400 2400 4.38093593174e-05 7.20627029678e-06
1400 2450 3.90116429663e-05 6.69907338576e-06
1400 2500 3.48568876037e-05 6.28860669955e-06
1450 1000 0.00120108838786 7.78686990754e-05
1450 1050 0.00102484283928 6.81685329127e-05
1450 1100 0.000883603404494 6.04832187082e-05
1450 1150 0.000719282549984 5.02172180776e-05
1450 1200 0.000669990878081 4.84023866431e-05
1450 1250 0.000587336603932 4.38694379915e-05
1450 1300 0.000516315843709 3.93684085112e-05
1450 1350 0.000454736969415 3.54205908975e-05
1450 1400 0.000403342195751 3.25058341192e-05
1450 1450 0.000364940494121 3.04127052323e-05
1450 1500 0.000313316646167 2.6749208468e-05
1450 1550 0.000275643229642 2.42608742809e-05
1450 1600 0.000245536599675 2.2221719134e-05
1450 1650 0.000223020257749 2.09092044501e-05
1450 1700 0.000201152274389 1.96689194134e-05
1450 1750 0.000175122424776 1.7576661669e-05
1450 1800 0.000155396705961 1.6204897911e-05
1450 1850 0.000140098371597 1.51372954368e-05
1450 1900 0.000123832813647 1.38953744133e-05
1450 1950 0.000108913642122 1.27222002304e-05
1450 2000 9.68378611157e-05 1.17811033755e-05
1450 2050 8.72229580649e-05 1.09877847917e-05
1450 2100 7.80308428634e-05 1.02561717706e-05
1450 2150 6.92544101289e-05 9.53974590809e-06
1450 2200 6.13904351564e-05 8.8269627173e-06
1450 2250 5.48608448398e-05 8.24412047018e-06
1450 2300 4.90482717395e-05 7.70388177154e-06
1450 2350 4.38199407555e-05 7.20199193791e-06
1450 2400 3.88940627679e-05 6.70345671304e-06
1450 2450 3.44166985551e-05 6.21781913776e-06
1450 2500 3.08742826895e-05 5.86285785059e-06
1500 1000 0.000995271846872 6.5734136339e-05
1500 1050 0.000905033145458 6.17518045418e-05
1500 1100 0.000731408606727 5.10080798206e-05
1500 1150 0.000676582946603 4.90239696221e-05
1500 1200 0.000590627752071 4.37931959989e-05
1500 1250 0.000489720732301 3.75029300094e-05
1500 1300 0.000452776578841 3.56268463166e-05
1500 1350 0.000401309559687 3.24233838268e-05
1500 1400 0.000364602791457 3.03169625191e-05
1500 1450 0.000320246189504 2.73729854704e-05
1500 1500 0.000276930924478 2.45153183929e-05
1500 1550 0.000246581646405 2.25475069209e-05
1500 1600 0.000217237253928 2.04018922729e-05
1500 1650 0.000197173176104 1.91958582403e-05
1500 1700 0.000171897095416 1.72928561911e-05
1500 1750 0.000155072225868 1.61658994754e-05
1500 1800 0.000137660221175 1.48867451061e-05
1500 1850 0.000124040181217 1.39349154984e-05
1500 1900 0.000108650647625 1.26827215982e-05
1500 1950 9.70184586824e-05 1.18058145325e-05
1500 2000 8.69904529092e-05 1.09834309235e-05
1500 2050 7.67765973963e-05 1.01457321886e-05
1500 2100 6.87941431701e-05 9.47762477285e-06
1500 2150 6.05777011318e-05 8.72618066189e-06
1500 2200 5.44990687506e-05 8.19290141194e-06
1500 2250 4.85317906794e-05 7.65459415968e-06
1500 2300 4.35506458128e-05 7.16565370094e-06
1500 2350 3.89080005751e-05 6.71328796101e-06
1500 2400 3.45488185547e-05 6.24137349323e-06
1500 2450 3.07736278668e-05 5.84738354933e-06
1500 2500 2.74298573437e-05 5.45704045912e-06
150 1000 0.0618070706882 0.00217943458107
150 1050 0.0524069419617 0.001866083827
150 1100 0.0431806736494 0.00161415692599
150 1150 0.0365796611726 0.00138320005924
150 1200 0.0300446037124 0.00116004384178
150 1250 0.0264172907487 0.00104314915122
150 1300 0.022176107475 0.000902965016373
150 1350 0.0185068119838 0.000772962016283
150 1400 0.0157580944855 0.000674779729429
150 1450 0.0134574271859 0.000590889410905
150 1500 0.0116294876111 0.000521177196431
150 1550 0.00965362345994 0.000447351948831
150 1600 0.00831047376411 0.000392924685405
150 1650 0.00730687885218 0.000352599771324
150 1700 0.00619715854799 0.00030767855317
150 1750 0.0053016436592 0.000269403392111
150 1800 0.00479070000488 0.000248683467664
150 1850 0.00408888060057 0.00021753448109
150 1900 0.00341756864114 0.000185905954783
150 1950 0.00297567283713 0.000163175008426
150 2000 0.00258618419488 0.000146634468247
150 2050 0.00226674517691 0.000130838854452
150 2100 0.00206468265607 0.000120784361091
150 2150 0.00180076883818 0.000108599012041
150 2200 0.00157221164173 9.63971315705e-05
150 2250 0.00142253570805 8.99769673922e-05
150 2300 0.0012438103566 8.00564139204e-05
150 2350 0.00111802528241 7.387378538e-05
150 2400 0.000978746079119 6.61106706405e-05
150 2450 0.000838210097463 5.78453108133e-05
150 2500 0.00073688903921 5.17130381361e-05
200 1000 0.0514724320679 0.00185617400362
200 1050 0.043594915306 0.0015921951197
200 1100 0.0360895132281 0.00137391925695
200 1150 0.0299787798772 0.00117269734416
200 1200 0.0252536131223 0.000996472023559
200 1250 0.0213565955811 0.000889852077944
200 1300 0.0186291704495 0.000774604724014
200 1350 0.0155781899048 0.000669392972522
200 1400 0.0135375905904 0.00059156240987
200 1450 0.011272566424 0.000511214254428
200 1500 0.00940710292157 0.000440611273847
200 1550 0.00835331784652 0.000394503151187
200 1600 0.00740749498948 0.000358432186885
200 1650 0.00628718796369 0.000313390857586
200 1700 0.00532642200189 0.000269473112254
200 1750 0.00481256767482 0.000249618228725
200 1800 0.00394005993523 0.000208453390216
200 1850 0.0035690528255 0.000192851030362
200 1900 0.00300288973903 0.000164925911336
200 1950 0.00273895458007 0.000156573786815
200 2000 0.0022580998305 0.000129507195492
200 2050 0.00206881939332 0.000121466425731
200 2100 0.00180296494903 0.000108713728193
200 2150 0.00150535821593 9.20242655749e-05
200 2200 0.00137578137092 8.63744946795e-05
200 2250 0.00124410514702 8.01911427417e-05
200 2300 0.00108926157939 7.17960930121e-05
200 2350 0.00095488298978 6.43604694463e-05
200 2400 0.000819048051354 5.63087913592e-05
200 2450 0.000736729020839 5.201360884e-05
200 2500 0.000648159587924 4.68870810069e-05
250 1000 0.0423090584319 0.00154373331347
250 1050 0.0360354613468 0.00134831356906
250 1100 0.0302177564123 0.00118192210247
250 1150 0.025190976067 0.00100988539161
250 1200 0.0214974743902 0.000884597030082
250 1250 0.0182374865419 0.000764080097801
250 1300 0.0156578783145 0.000670555827749
250 1350 0.0132442230061 0.000582783311029
250 1400 0.0116580788272 0.00052501721311
250 1450 0.00975949000526 0.000449990531023
250 1500 0.00847214491492 0.000400885343867
250 1550 0.00717024119333 0.000347804052188
250 1600 0.00606210126727 0.000300563977914
250 1650 0.00524839855737 0.000266142584989
250 1700 0.00431429372435 0.000229641661362
250 1750 0.00417595694128 0.00022239390024
250 1800 0.00351145887607 0.000188681348023
250 1850 0.00277050163965 0.000156824931369
250 1900 0.00272954670548 0.00015462324685
250 1950 0.00238221574215 0.000138317308491
250 2000 0.00207228213914 0.000123508798216
250 2050 0.00180564558667 0.000108968642591
250 2100 0.00151636572417 9.28685536946e-05
250 2150 0.00142473947483 9.03700207891e-05
250 2200 0.00120539061519 7.74635268133e-05
250 2250 0.00108959630023 7.19278376379e-05
250 2300 0.000954950556905 6.46496279074e-05
250 2350 0.000819195003473 5.63483810625e-05
250 2400 0.000736457300512 5.20920153163e-05
250 2450 0.000647944333344 4.69880465842e-05
250 2500 0.000570628618693 4.25865978353e-05
300 1000 0.0352377718194 0.00133995355296
300 1050 0.0295182867221 0.00117325809177
300 1100 0.0256290614729 0.00101781413902
300 1150 0.0211959288646 0.000881560059004
300 1200 0.0179682662046 0.000757409448677
300 1250 0.0156133277715 0.000668963761367
300 1300 0.013322923149 0.000584497658953
300 1350 0.011157385996 0.000505819537134
300 1400 0.00916797347061 0.000433369576464
300 1450 0.00817809701053 0.000387991939112
300 1500 0.00704912839715 0.000341745655361
300 1550 0.00609146228075 0.000301920779763
300 1600 0.00513479744721 0.000264727707837
300 1650 0.00457391702158 0.00023715465009
300 1700 0.00397338550098 0.000209202895794
300 1750 0.00346037701584 0.000187029557658
300 1800 0.00300066135286 0.000165222620877
300 1850 0.00275126840547 0.000156305891731
300 1900 0.00226799682809 0.000131087431994
300 1950 0.00197645807396 0.000116584251244
300 2000 0.00179785143159 0.000108476529198
300 2050 0.00150935363775 9.26899240215e-05
300 2100 0.00137070758454 8.62834968833e-05
300 2150 0.00124573494606 8.05304604399e-05
300 2200 0.0010570000849 6.97166827149e-05
300 2250 0.000955017811789 6.47378374881e-05
300 2300 0.00081511876227 5.6231063525e-05
300 2350 0.000736326704655 5.21077400928e-05
300 2400 0.000647688194531 4.7172116672e-05
300 2450 0.000581965566628 4.3529683761e-05
300 2500 0.000504867778658 3.85128151896e-05
350 1000 0.0297671624581 0.00115615964704
350 1050 0.0258254616593 0.00101552043006
350 1100 0.021806518219 0.000881796015301
350 1150 0.0185855401131 0.000773642693598
350 1200 0.0152247041838 0.00065766558385
350 1250 0.0130254065273 0.00057478097923
350 1300 0.0113503444432 0.000512279742202
350 1350 0.00955856813223 0.000442160164803
350 1400 0.00812658140194 0.00038675762529
350 1450 0.00708383321928 0.000344364541983
350 1500 0.00611864678745 0.000303183644627
350 1550 0.00505345610655 0.000260656055417
350 1600 0.00459390986147 0.00023855197434
350 1650 0.00415767347574 0.000221837887078
350 1700 0.00347143853241 0.000189133643585
350 1750 0.00318501533298 0.000177393549293
350 1800 0.00261220061983 0.000146578935364
350 1850 0.00240395642349 0.000141987103355
350 1900 0.00198066524672 0.000116613147666
350 1950 0.00180998809512 0.000109624220062
350 2000 0.00157904496371 9.74997535231e-05
350 2050 0.00132330973291 8.30485046829e-05
350 2100 0.00123993117001 8.02490081365e-05
350 2150 0.00109042407406 7.23526566771e-05
350 2200 0.000955204240231 6.47821775492e-05
350 2250 0.000814987425169 5.63226845428e-05
350 2300 0.000720627092817 5.08900892396e-05
350 2350 0.000647386677336 4.72268676519e-05
350 2400 0.000579165151617 4.32184105292e-05
350 2450 0.000502342645758 3.85934499507e-05
350 2500 0.00043572319118 3.43162698545e-05
400 1000 0.0252326909312 0.000995727828929
400 1050 0.0212848140437 0.000868597143886
400 1100 0.0178224797025 0.000750071330955
400 1150 0.0153169386882 0.000656245604708
400 1200 0.0131035217318 0.000576141159784
400 1250 0.0111675840489 0.00050280100656
400 1300 0.00926637971854 0.000434164207045
400 1350 0.00826113703085 0.000390923843219
400 1400 0.00662155598722 0.000328157716609
400 1450 0.00567582738381 0.000287654509594
400 1500 0.0053200070828 0.000272123604424
400 1550 0.00428936089534 0.000226550215391
400 1600 0.00379428994419 0.000202511632509
400 1650 0.00348380648015 0.000188998284308
400 1700 0.00301733367637 0.000167200634698
400 1750 0.0026182875725 0.00014790119455
400 1800 0.00227711643464 0.000130800676734
400 1850 0.00198387242937 0.000116600483542
400 1900 0.00181213593161 0.000109795440853
400 1950 0.00151316188799 9.32803496277e-05
400 2000 0.00137314970085 8.67771158505e-05
400 2050 0.00116104831037 7.46744203793e-05
400 2100 0.00105770951692 6.97464155967e-05
400 2150 0.000955232283832 6.48104290973e-05
400 2200 0.000792474972718 5.4506439376e-05
400 2250 0.000716716769275 5.07888763691e-05
400 2300 0.000646995197266 4.72074386083e-05
400 2350 0.000556161845537 4.14635667586e-05
400 2400 0.00050185329959 3.84368094027e-05
400 2450 0.000450953699047 3.55424358205e-05
400 2500 0.000390958141349 3.17725642897e-05
450 1000 0.021456841639 0.000869616052413
450 1050 0.0181742750123 0.000756303569946
450 1100 0.0152446786678 0.000656036393326
450 1150 0.0131799211526 0.000579495966202
450 1200 0.0112297623459 0.000506543935355
450 1250 0.00931550508641 0.000433925526563
450 1300 0.00800607793541 0.000380851600672
450 1350 0.00660474543163 0.000329627142514
450 1400 0.0058514408755 0.000294281212897
450 1450 0.00506117761399 0.000258603341456
450 1500 0.0046311595874 0.000242193336185
450 1550 0.00402200878284 0.000215726697021
450 1600 0.00349428406503 0.000189993742916
450 1650 0.00302462311332 0.000167990805864
450 1700 0.00262405094236 0.000149450557846
450 1750 0.00228125330548 0.000131231912094
450 1800 0.00186521079947 0.00011103681438
450 1850 0.00173411548925 0.000104513100147
450 1900 0.00151510195153 9.34433947512e-05
450 1950 0.00138108846533 8.75952256324e-05
450 2000 0.00120811609339 7.81227182434e-05
450 2050 0.00105822275388 6.98478088469e-05
450 2100 0.000927933660154 6.27367091937e-05
450 2150 0.000788111972177 5.44185483271e-05
450 2200 0.000735575667115 5.25105677785e-05
450 2250 0.000646708645214 4.72792447902e-05
450 2300 0.000569202109072 4.25104818472e-05
450 2350 0.000490431222473 3.7621900543e-05
450 2400 0.000444134713801 3.50861085736e-05
450 2450 0.000390520382313 3.1781637415e-05
450 2500 0.000346494245983 2.88476448599e-05
500 1000 0.0180908284831 0.000754374121092
500 1050 0.0155234345166 0.00066506218048
500 1100 0.0132171820698 0.000581954479254
500 1150 0.0112943885614 0.000510127875069
500 1200 0.00909322891275 0.000426955941832
500 1250 0.00804382209275 0.000381980225683
500 1300 0.00701085708996 0.000342661682798
500 1350 0.00572713638441 0.000291297569472
500 1400 0.00523550462967 0.000266434418851
500 1450 0.00429449844336 0.000226191922176
500 1500 0.0040362626345 0.00021600564116
500 1550 0.00323906244289 0.000175894284656
500 1600 0.0028147237348 0.000157134721737
500 1650 0.00246894456845 0.000141234696457
