#M1 M2 xsec[pb] uncertainty[pb]
1000 400 1.49989113348 0.0499046215839
1050 550 0.242516884574 0.00738337022019
1000 1000 0.00745486394856 0.000360984455146
1000 1050 0.00587396181773 0.000297328017073
1000 1100 0.004292435996 0.000230889769081
1000 1150 0.00332274208716 0.00018760918587
1000 1200 0.0022615829065 0.000131316485202
1000 1250 0.00183975051059 0.000111966034338
1000 1300 0.00141956175491 9.07099721603e-05
1000 1350 0.00114433347095 7.76023919553e-05
1000 1400 0.000810747791914 5.65310381595e-05
1000 1450 0.00063435224953 4.65852031894e-05
1000 1500 0.000506374578063 3.96684888009e-05
1000 200 0 0
1000 250 46.842574326 2.46997395359
1000 300 10.0053465649 0.426044798385
1000 350 3.46130695812 0.126318211979
1000 450 0.752168361998 0.0240774065531
1000 500 0.414235698053 0.0129910358704
1000 550 0.244103049035 0.00742554157005
1000 600 0.151384378462 0.004772766332
1000 650 0.0931333906647 0.00325077806426
1000 700 0.0618436921777 0.00225915953957
1000 750 0.0426026165 0.00156690815892
1000 800 0.0292478472666 0.00114844146471
1000 850 0.0217247718138 0.000886919825722
1000 900 0.0157029864008 0.000681002325334
1000 950 0.0113650634767 0.000523077487643
1050 1000 0.00777862594336 0.000374609953472
1050 1050 0.00556725838165 0.000280685629931
1050 1100 0.00419588118552 0.000221141538438
1050 1150 0.00318180115817 0.000176712585551
1050 1200 0.00223820634186 0.000130559714749
1050 1250 0.00185888878761 0.000113978441942
1050 1300 0.00142959115817 9.1345884026e-05
1050 1350 0.00109175892776 7.29065252376e-05
1050 1400 0.000822029700655 5.75394574103e-05
1050 1450 0.000632803522002 4.65748541603e-05
1050 1500 0.000496037713955 3.88911076016e-05
1050 200 0 0
1050 250 46.9227722042 2.54377273859
1050 300 10.0220791921 0.420895989005
1050 350 3.45631686027 0.126439726559
1050 400 1.50805944641 0.0499699317411
1050 450 0.748386175528 0.0245698824393
1050 500 0.417172320235 0.0124883734292
1050 600 0.151358506557 0.00478262183233
1050 650 0.0962698561662 0.00322376413062
1050 700 0.062765807094 0.00220971794103
1050 750 0.0423399606635 0.00157084198719
1050 800 0.0304610185044 0.00118945954457
1050 850 0.0206993267977 0.000870360593378
1050 900 0.0148663525996 0.000644641490367
1050 950 0.0110555582435 0.00050696722802
1100 1000 0.00717163540404 0.000358975767374
1100 1050 0.00583703032195 0.000298454553746
1100 1100 0.00449273223955 0.00023894604578
1100 1150 0.00322461263486 0.000177825316356
1100 1200 0.00221334457953 0.000128579325301
1100 1250 0.0017829676528 0.000107827438131
1100 1300 0.00144527402943 9.24570721888e-05
1100 1350 0.00104331309773 6.90902501392e-05
1100 1400 0.000843856152314 5.96375215511e-05
1100 1450 0.000630150780078 4.64731858204e-05
1100 1500 0.000488711771902 3.8092218018e-05
1100 200 0 0
1100 250 46.8940594374 2.47108603976
1100 300 10.0118812 0.431306537171
1100 350 3.46581190204 0.126177970595
1100 400 1.5071089469 0.049394335495
1100 450 0.753584189786 0.0240720887723
1100 500 0.412316866177 0.0133290853801
1100 550 0.24671588096 0.00743852514558
1100 600 0.150882231593 0.00476446119084
1100 650 0.0958763638904 0.00323164884688
1100 700 0.0634970459514 0.00222043689926
1100 750 0.0417153632079 0.00157729825574
1100 800 0.0304655796961 0.00119054127689
1100 850 0.0204200212048 0.000857767312849
1100 900 0.0157056595218 0.000682420661563
1100 950 0.0113739738187 0.000523900645209
1150 1000 0.00747545693771 0.000365700109593
1150 1050 0.00549566363782 0.000277952201687
1150 1100 0.00471721701152 0.00025806944939
1150 1150 0.00314170133045 0.000173928706763
1150 1200 0.00229034422009 0.000131787273107
1150 1250 0.00175193765026 0.000105218239626
1150 1300 0.00140317473546 8.90227037224e-05
1150 1350 0.00114937221427 7.7652919743e-05
1150 1400 0.000871287592662 6.17109024826e-05
1150 1450 0.000629775263884 4.63171273544e-05
1150 1500 0.000497057088037 3.87211499677e-05
1150 200 0 0
1150 250 46.9138613112 2.46846265539
1150 300 10.0247524627 0.425544433581
1150 350 3.44569309085 0.126311111385
1150 400 1.50206934271 0.0502915902763
1150 450 0.751217849617 0.0237257519007
1150 500 0.414462407049 0.012993214768
1150 550 0.242580230255 0.0074327344532
1150 600 0.150401028027 0.00477613961544
1150 650 0.0946218420948 0.00323187765274
1150 700 0.0626784766606 0.00223518671569
1150 750 0.0424295766399 0.00159278553271
1150 800 0.0296695551743 0.00116162690765
1150 850 0.0212697263676 0.000870354458565
1150 900 0.0145905114384 0.000639143917777
1150 950 0.0102121913943 0.000477694355516
1200 1000 0.0078746646518 0.000378245509953
1200 1050 0.00551058409367 0.000280405047192
1200 1100 0.00425047409764 0.000223779194139
1200 1150 0.00322515640907 0.000177781479394
1200 1200 0.00239276962125 0.000137234363007
