PdfType: error
Format: lhagrid1
---
1.000000e-08 1.214310e-08 1.474550e-08 1.790560e-08 2.174300e-08 2.640280e-08 3.206120e-08 3.893220e-08 4.727580e-08 5.740750e-08 6.971060e-08 8.465030e-08 1.027920e-07 1.248210e-07 1.515720e-07 1.840550e-07 2.235000e-07 2.713980e-07 3.295620e-07 4.001900e-07 4.859540e-07 5.900990e-07 7.165630e-07 8.701290e-07 1.056610e-06 1.283040e-06 1.558010e-06 1.891900e-06 2.297350e-06 2.789680e-06 3.387520e-06 4.113480e-06 4.995000e-06 6.065420e-06 7.365210e-06 8.943520e-06 1.086000e-05 1.318710e-05 1.601290e-05 1.944400e-05 2.361010e-05 2.866860e-05 3.481050e-05 4.226780e-05 5.132180e-05 6.231400e-05 7.565900e-05 9.185930e-05 1.115250e-04 1.353950e-04 1.643660e-04 1.995240e-04 2.421860e-04 2.939430e-04 3.567240e-04 4.328590e-04 5.251620e-04 6.370280e-04 7.725490e-04 9.366450e-04 1.135220e-03 1.375350e-03 1.665480e-03 2.015650e-03 2.437770e-03 2.945870e-03 3.556390e-03 4.288450e-03 5.164110e-03 6.208550e-03 7.450170e-03 8.920570e-03 1.065430e-02 1.268850e-02 1.506220e-02 1.781520e-02 2.098720e-02 2.461620e-02 2.873720e-02 3.338090e-02 3.857250e-02 4.433080e-02 5.066770e-02 5.758820e-02 6.509090e-02 7.316810e-02 8.180710e-02 9.099100e-02 1.007000e-01 1.109100e-01 1.215990e-01 1.327420e-01 1.443130e-01 1.562880e-01 1.686430e-01 1.813550e-01 1.944020e-01 2.077630e-01 2.214180e-01 2.353490e-01 2.495380e-01 2.639710e-01 2.786300e-01 2.935040e-01 3.085780e-01 3.238410e-01 3.392820e-01 3.548900e-01 3.706560e-01 3.865710e-01 4.026260e-01 4.188150e-01 4.351290e-01 4.515630e-01 4.681090e-01 4.847630e-01 5.015190e-01 5.183720e-01 5.353160e-01 5.523490e-01 5.694650e-01 5.866600e-01 6.039320e-01 6.212750e-01 6.386880e-01 6.561670e-01 6.737090e-01 6.913110e-01 7.089700e-01 7.266830e-01 7.444490e-01 7.622630e-01 7.801240e-01 7.980280e-01 8.159710e-01 8.339500e-01 8.519600e-01 8.699940e-01 8.880420e-01 9.060860e-01 9.240980e-01 9.420120e-01 9.596630e-01 9.764990e-01 9.901910e-01 9.965610e-01 9.985400e-01 9.993360e-01 9.997490e-01 1.000000e+00
1.300000e+00 1.494070e+00 1.736558e+00 2.042733e+00 2.434177e+00 2.941432e+00 3.608370e+00 4.499306e+00 5.893804e+00 7.911008e+00 1.090460e+01 1.547355e+01 2.266071e+01 3.434914e+01 5.405897e+01 8.863955e+01 1.519677e+02 2.735350e+02 5.191839e+02 1.044223e+03 2.236806e+03 5.132547e+03 1.269416e+04 3.407485e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 2.14129877e-04 6.52401063e+00 6.81304494e+00 6.81405493e+00 6.81408497e+00 6.81308496e+00 6.52401063e+00 2.14129877e-04 0.00000000e+00 1.05705218e-01
0.00000000e+00 2.29170000e-01 6.65482000e+00 6.93933000e+00 6.94035000e+00 6.94039000e+00 6.93938000e+00 6.65482000e+00 2.29170000e-01 0.00000000e+00 8.10190000e+00
0.00000000e+00 5.86801000e-01 6.91926000e+00 7.19948000e+00 7.20052000e+00 7.20055000e+00 7.19953000e+00 6.91926000e+00 5.86801000e-01 0.00000000e+00 1.95324000e+01
0.00000000e+00 1.10374000e+00 7.34723000e+00 7.62336000e+00 7.62441000e+00 7.62445000e+00 7.62341000e+00 7.34723000e+00 1.10374000e+00 0.00000000e+00 3.56674000e+01
0.00000000e+00 1.81915000e+00 7.97723000e+00 8.24942000e+00 8.25049000e+00 8.25053000e+00 8.24948000e+00 7.97723000e+00 1.81915000e+00 0.00000000e+00 5.81082000e+01
0.00000000e+00 2.78054000e+00 8.85622000e+00 9.12463000e+00 9.12571000e+00 9.12576000e+00 9.12469000e+00 8.85622000e+00 2.78054000e+00 0.00000000e+00 8.88041000e+01
0.00000000e+00 4.04500000e+00 1.00409000e+01 1.03056000e+01 1.03067000e+01 1.03068000e+01 1.03057000e+01 1.00409000e+01 4.04500000e+00 0.00000000e+00 1.30104000e+02
4.76721000e-16 5.68062000e+00 1.15990000e+01 1.18602000e+01 1.18613000e+01 1.18614000e+01 1.18603000e+01 1.15990000e+01 5.68062000e+00 4.76721000e-16 1.84811000e+02
2.45089000e+00 8.06755000e+00 1.39016000e+01 1.41588000e+01 1.41600000e+01 1.41600000e+01 1.41589000e+01 1.39016000e+01 8.06755000e+00 2.45089000e+00 2.61737000e+02
5.62355000e+00 1.11771000e+01 1.69281000e+01 1.71816000e+01 1.71827000e+01 1.71828000e+01 1.71817000e+01 1.69281000e+01 1.11771000e+01 5.62355000e+00 3.64714000e+02
9.69005000e+00 1.51814000e+01 2.08507000e+01 2.11004000e+01 2.11016000e+01 2.11016000e+01 2.11005000e+01 2.08507000e+01 1.51814000e+01 9.69005000e+00 5.00447000e+02
1.48621000e+01 2.02920000e+01 2.58809000e+01 2.61269000e+01 2.61281000e+01 2.61281000e+01 2.61270000e+01 2.58809000e+01 2.02920000e+01 1.48621000e+01 6.77072000e+02
2.13921000e+01 2.67613000e+01 3.22708000e+01 3.25132000e+01 3.25144000e+01 3.25145000e+01 3.25133000e+01 3.22708000e+01 2.67613000e+01 2.13921000e+01 9.04184000e+02
2.95785000e+01 3.48877000e+01 4.03192000e+01 4.05580000e+01 4.05592000e+01 4.05593000e+01 4.05581000e+01 4.03192000e+01 3.48877000e+01 2.95785000e+01 1.19299000e+03
3.97730000e+01 4.50229000e+01 5.03773000e+01 5.06125000e+01 5.06138000e+01 5.06139000e+01 5.06127000e+01 5.03773000e+01 4.50229000e+01 3.97730000e+01 1.55646000e+03
5.23863000e+01 5.75775000e+01 6.28559000e+01 6.30877000e+01 6.30890000e+01 6.30891000e+01 6.30878000e+01 6.28559000e+01 5.75775000e+01 5.23863000e+01 2.00948000e+03
6.78959000e+01 7.30291000e+01 7.82326000e+01 7.84609000e+01 7.84622000e+01 7.84623000e+01 7.84611000e+01 7.82326000e+01 7.30291000e+01 6.78959000e+01 2.56898000e+03
