nn  3  5     0.0    0.0    2.0 ******  374.8  0.000 0.134E-14 0.826E-03 0.403E-14 0.397E-02 0.0000 0.706E-15  0.00    
nn  4  5     0.0    0.0    0.5 7561.6  374.8  0.000 0.346E-14 0.901E-03 0.880E-14 0.144E-02 0.0000 0.719E-15  0.00    
nn  4  5     0.0    0.0    1.0 7561.6  374.8  0.000 0.281E-14 0.901E-03 0.807E-14 0.114E-02 0.0000 0.584E-15  0.00    
nn  4  5     0.0    0.0    2.0 7561.6  374.8  0.000 0.232E-14 0.901E-03 0.734E-14 0.174E-02 0.0000 0.482E-15  0.00    
nn  1  6     0.0    0.0    0.5  374.7 7562.2  0.000 0.368E-14 0.795E-03 0.947E-14 0.465E-03 0.0000 0.572E-15  0.00    
nn  1  6     0.0    0.0    1.0  374.7 7562.2  0.000 0.299E-14 0.795E-03 0.867E-14 0.424E-03 0.0000 0.465E-15  0.00    
nn  1  6     0.0    0.0    2.0  374.7 7562.2  0.000 0.246E-14 0.795E-03 0.787E-14 0.402E-03 0.0000 0.383E-15  0.00    
nn  2  6     0.0    0.0    0.5  464.3 7562.2  0.000 0.834E-15 0.767E-03 0.196E-14 0.451E-02 0.0000 0.401E-15  0.00    
nn  2  6     0.0    0.0    1.0  464.3 7562.2  0.000 0.678E-15 0.851E-03 0.184E-14 0.711E-02 0.0000 0.326E-15  0.00    
nn  2  6     0.0    0.0    2.0  464.3 7562.2  0.000 0.559E-15 0.103E-02 0.170E-14 0.111E-01 0.0000 0.269E-15  0.00    
nn  3  6     0.0    0.0    0.5 ****** 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  3  6     0.0    0.0    1.0 ****** 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  3  6     0.0    0.0    2.0 ****** 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  4  6     0.0    0.0    0.5 7561.6 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  4  6     0.0    0.0    1.0 7561.6 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  4  6     0.0    0.0    2.0 7561.6 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  1  7     0.0    0.0    0.5  374.7  374.8  0.000 0.444E-01 0.787E-03 0.518E-01 0.694E-03 1.1662 0.472E-01 0.550E-01
nn  1  7     0.0    0.0    1.0  374.7  374.8  0.000 0.427E-01 0.789E-03 0.534E-01 0.650E-03 1.2517 0.453E-01 0.567E-01
nn  1  7     0.0    0.0    2.0  374.7  374.8  0.000 0.410E-01 0.791E-03 0.545E-01 0.617E-03 1.3290 0.435E-01 0.579E-01
nn  2  7     0.0    0.0    0.5  464.3  374.8  0.000 0.105E-05 0.876E-03 0.120E-05 0.339E-01 1.1401 0.213E-07 0.243E-07
nn  2  7     0.0    0.0    1.0  464.3  374.8  0.000 0.965E-06 0.891E-03 0.121E-05 0.280E-01 1.2502 0.200E-07 0.250E-07
nn  2  7     0.0    0.0    2.0  464.3  374.8  0.000 0.893E-06 0.903E-03 0.120E-05 0.237E-01 1.3481 0.189E-07 0.255E-07
nn  3  7     0.0    0.0    0.5 ******  374.8  0.000 0.534E-15 0.110E-02 0.120E-14 0.449E-01 0.0000 0.281E-15  0.00    
nn  3  7     0.0    0.0    1.0 ******  374.8  0.000 0.428E-15 0.135E-02 0.111E-14 0.378E-02 0.0000 0.225E-15  0.00    
nn  3  7     0.0    0.0    2.0 ******  374.8  0.000 0.347E-15 0.166E-02 0.102E-14 0.515E-02 0.0000 0.183E-15  0.00    
nn  4  7     0.0    0.0    0.5 7561.6  374.8  0.000 0.936E-15 0.920E-03 0.233E-14 0.177E-01 0.0000 0.191E-15  0.00    
nn  4  7     0.0    0.0    1.0 7561.6  374.8  0.000 0.750E-15 0.919E-03 0.211E-14 0.234E-02 0.0000 0.153E-15  0.00    
nn  4  7     0.0    0.0    2.0 7561.6  374.8  0.000 0.609E-15 0.980E-03 0.190E-14 0.326E-02 0.0000 0.124E-15  0.00    
nn  5  7     0.0    0.0    0.5  374.8  374.8  0.000 0.693E-01 0.754E-03 0.817E-01 0.654E-03 1.1787 0.738E-01 0.869E-01
nn  5  7     0.0    0.0    1.0  374.8  374.8  0.000 0.667E-01 0.757E-03 0.840E-01 0.613E-03 1.2598 0.710E-01 0.894E-01
nn  5  7     0.0    0.0    2.0  374.8  374.8  0.000 0.642E-01 0.759E-03 0.856E-01 0.582E-03 1.3327 0.683E-01 0.910E-01
nn  6  7     0.0    0.0    0.5 7562.2  374.8  0.000 0.249E-13 0.788E-03 0.385E-13 0.540E-03 0.0000 0.425E-15  0.00    
nn  6  7     0.0    0.0    1.0 7562.2  374.8  0.000 0.201E-13 0.788E-03 0.354E-13 0.481E-03 0.0000 0.343E-15  0.00    
nn  6  7     0.0    0.0    2.0 7562.2  374.8  0.000 0.164E-13 0.788E-03 0.321E-13 0.445E-03 0.0000 0.280E-15  0.00    
nn  1  8     0.0    0.0    0.5  374.7 7562.2  0.000 0.995E-15 0.907E-03 0.338E-14 0.799E-03 0.0000 0.153E-15  0.00    
nn  1  8     0.0    0.0    1.0  374.7 7562.2  0.000 0.797E-15 0.906E-03 0.293E-14 0.905E-03 0.0000 0.123E-15  0.00    
nn  1  8     0.0    0.0    2.0  374.7 7562.2  0.000 0.648E-15 0.100E-02 0.255E-14 0.119E-02 0.0000 0.997E-16  0.00    
nn  2  8     0.0    0.0    0.5  464.3 7562.2  0.000 0.220E-15 0.262E-02 0.552E-15 0.180E-01 0.0000 0.106E-15  0.00    
nn  2  8     0.0    0.0    1.0  464.3 7562.2  0.000 0.176E-15 0.328E-02 0.503E-15 0.908E-02 0.0000 0.844E-16  0.00    
nn  2  8     0.0    0.0    2.0  464.3 7562.2  0.000 0.143E-15 0.404E-02 0.453E-15 0.130E-01 0.0000 0.685E-16  0.00    
nn  3  8     0.0    0.0    0.5 ****** 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  3  8     0.0    0.0    1.0 ****** 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  3  8     0.0    0.0    2.0 ****** 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  4  8     0.0    0.0    0.5 7561.6 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  4  8     0.0    0.0    1.0 7561.6 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  4  8     0.0    0.0    2.0 7561.6 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  5  8     0.0    0.0    0.5  374.8 7562.2  0.000 0.249E-13 0.788E-03 0.386E-13 0.534E-03 0.0000 0.425E-15  0.00    
nn  5  8     0.0    0.0    1.0  374.8 7562.2  0.000 0.201E-13 0.788E-03 0.354E-13 0.476E-03 0.0000 0.343E-15  0.00    
nn  5  8     0.0    0.0    2.0  374.8 7562.2  0.000 0.164E-13 0.788E-03 0.321E-13 0.436E-03 0.0000 0.280E-15  0.00    
nn  6  8     0.0    0.0    0.5 7562.2 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  6  8     0.0    0.0    1.0 7562.2 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    
nn  6  8     0.0    0.0    2.0 7562.2 7562.2  0.000  0.00      0.00      0.00      0.00     0.0000  0.00      0.00    

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
